# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van uurwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde dagreeksen <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> of de Centraal Nederland Temperatuur <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# SOURCE: ROYAL NETHERLANDS METEOROLOGICAL INSTITUTE (KNMI)
# Comment: These time series are inhomogeneous because of station relocations and changes in observation techniques. As a result these series are not suitable for trend analysis. For climate change studies we refer to the homogenized series of daily data <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> or the Central Netherlands Temperature <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# STN         LON(east)   LAT(north)  ALT(m)      NAME
# 260         5.180       52.100      1.90        De Bilt     
# TG        : Etmaalgemiddelde temperatuur (in 0.1 graden Celsius) / Daily mean temperature in (0.1 degrees Celsius)
# TN        : Minimum temperatuur (in 0.1 graden Celsius) / Minimum temperature (in 0.1 degrees Celsius)
# TX        : Maximum temperatuur (in 0.1 graden Celsius) / Maximum temperature (in 0.1 degrees Celsius)
# SQ        : Zonneschijnduur (in 0.1 uur) berekend uit de globale straling (-1 voor <0.05 uur) / Sunshine duration (in 0.1 hour) calculated from global radiation (-1 for <0.05 hour)
# RH        : Etmaalsom van de neerslag (in 0.1 mm) (-1 voor <0.05 mm) / Daily precipitation amount (in 0.1 mm) (-1 for <0.05 mm)
# STN,YYYYMMDD,   TG,   TN,   TX,   SQ,   RH
  260,20170101,    5,   -8,   19,    0,   19
  260,20170102,   30,   -3,   68,   43,    5
  260,20170103,   50,   15,   71,    5,    7
  260,20170104,   58,   26,   73,   33,   18
  260,20170105,    0,  -59,   33,   58,   -1
  260,20170106,  -30,  -65,   -3,   62,    0
  260,20170107,   -2,  -21,   34,    0,   52
  260,20170108,   43,   28,   61,    0,    0
  260,20170109,   48,   33,   59,    0,   48
  260,20170110,   53,   29,   66,   10,   38
  260,20170111,   72,   57,  104,   28,    5
  260,20170112,   52,    2,   74,   14,  143
  260,20170113,   31,    2,   56,   32,   96
  260,20170114,   18,    1,   48,   23,   51
  260,20170115,    7,  -18,   48,   33,    0
  260,20170116,  -16,  -44,   12,   18,   -1
  260,20170117,  -34,  -50,   13,   36,    0
  260,20170118,  -38,  -53,  -19,   18,   -1
  260,20170119,  -20,  -56,   31,   67,    0
  260,20170120,   -3,  -52,   51,   71,    0
  260,20170121,   -2,  -52,   50,   75,    0
  260,20170122,  -17,  -74,   37,   75,    0
  260,20170123,   16,   -3,   31,    2,   -1
  260,20170124,    8,    0,   21,    0,    3
  260,20170125,  -11,  -43,    6,    0,    0
  260,20170126,  -28,  -53,    6,   65,    0
  260,20170127,    8,  -70,   51,   57,    0
  260,20170128,   54,   20,   81,   16,   -1
  260,20170129,   47,   31,   65,    5,   36
  260,20170130,   49,   28,   72,    0,   65
  260,20170131,   37,   26,   61,    8,    0
  260,20170201,   34,    5,   54,    0,   12
  260,20170202,   86,   52,  125,   31,   10
  260,20170203,   86,   63,  119,   15,    1
  260,20170204,   57,   26,   74,    2,   83
  260,20170205,   44,  -11,   77,   41,   -1
  260,20170206,   43,  -10,   66,    0,    0
  260,20170207,   24,    9,   39,    0,   25
  260,20170208,    0,  -11,    9,    0,    2
  260,20170209,  -16,  -30,  -10,    0,   -1
  260,20170210,  -23,  -45,  -13,    0,    2
  260,20170211,   -4,  -17,   10,    0,   45
  260,20170212,    7,   -6,   25,   45,    3
  260,20170213,   22,  -14,   71,   87,    0
  260,20170214,   38,   -5,   94,   87,    0
  260,20170215,   74,    3,  135,   75,   -1
  260,20170216,   68,   55,   99,    7,    5
  260,20170217,   70,   52,   86,    2,    6
  260,20170218,   56,   32,  103,   49,    0
  260,20170219,   62,   32,   92,    4,    6
  260,20170220,   91,   72,  109,    0,   53
  260,20170221,   96,   86,  111,   54,    3
  260,20170222,   95,   78,  108,    0,  175
  260,20170223,   80,   42,  105,    2,  145
  260,20170224,   45,   -6,   87,   68,    6
  260,20170225,   58,   18,   89,    5,    7
  260,20170226,   87,   67,  106,    0,   21
  260,20170227,   87,   43,  106,    3,  138
  260,20170228,   47,   32,   65,   21,   28
  260,20170301,   63,   32,   94,   38,   35
  260,20170302,   66,   42,   82,   11,   84
  260,20170303,   59,   12,   88,   14,   11
  260,20170304,   92,   62,  132,    6,   61
  260,20170305,   69,   38,  106,   42,   38
  260,20170306,   60,   32,   95,   43,   23
  260,20170307,   67,   45,   94,   16,    1
  260,20170308,   59,    8,  106,    2,  137
  260,20170309,   77,    7,  128,   45,    1
  260,20170310,   65,   -9,  112,   80,    0
  260,20170311,   73,   15,  130,   64,    0
  260,20170312,   79,   14,  148,   98,    0
  260,20170313,   65,   -5,  137,   81,    0
  260,20170314,   88,   32,  149,   45,    0
  260,20170315,   90,   16,  139,   84,    0
  260,20170316,   94,   11,  168,  109,    0
  260,20170317,   83,   67,  103,   42,   57
  260,20170318,   97,   74,  127,    1,   62
  260,20170319,  113,   98,  127,    7,    2
  260,20170320,  103,   88,  115,    0,   94
  260,20170321,   75,   13,   98,   88,   -1
  260,20170322,   63,   -3,  124,   85,    0
  260,20170323,   82,   19,  140,  109,    0
  260,20170324,   84,   31,  142,  110,    0
  260,20170325,   85,   21,  143,  105,    0
  260,20170326,   80,   33,  130,   73,    0
  260,20170327,   92,   18,  174,  115,    0
  260,20170328,  113,    6,  197,  114,    1
  260,20170329,  126,  103,  147,   12,   -1
  260,20170330,  157,  108,  218,   61,    0
  260,20170331,  145,   89,  218,   55,   14
  260,20170401,  108,   60,  141,    2,   -1
  260,20170402,  103,   44,  169,   98,    0
  260,20170403,   81,   27,  143,   48,    0
  260,20170404,   98,   22,  165,   66,    0
  260,20170405,   92,   62,  128,   52,    0
  260,20170406,   81,   38,  118,   26,   -1
  260,20170407,  105,   73,  138,   15,    0
  260,20170408,   96,   29,  155,   50,    0
  260,20170409,  117,    8,  210,  123,    0
  260,20170410,   98,   41,  155,   53,    0
  260,20170411,   96,   23,  138,   86,    0
  260,20170412,   98,   83,  119,    9,    8
  260,20170413,   93,   60,  133,   77,   -1
  260,20170414,   99,   65,  130,   24,   -1
  260,20170415,   96,   65,  121,   47,   34
  260,20170416,   79,   50,  108,   34,   29
  260,20170417,   65,   27,  109,   74,   86
  260,20170418,   61,    8,  111,   92,   -1
  260,20170419,   39,  -13,   83,   71,    0
  260,20170420,   69,  -34,  129,  123,    0
  260,20170421,  111,   82,  149,    4,    8
  260,20170422,   78,   40,  113,   78,    6
  260,20170423,   66,   20,  114,   55,    1
  260,20170424,   93,   52,  130,   34,   27
  260,20170425,   59,   21,   99,   97,   20
  260,20170426,   50,  -14,  104,   86,    3
  260,20170427,   61,  -20,  109,  102,    2
  260,20170428,   76,   30,  117,   43,   19
  260,20170429,   76,    5,  140,   72,   -1
  260,20170430,  123,   33,  184,  113,    0
  260,20170501,  117,   82,  137,    8,    9
  260,20170502,  100,   47,  152,   20,   47
  260,20170503,  107,   77,  152,   24,   35
  260,20170504,  104,   77,  133,   27,   -1
  260,20170505,   89,   66,  111,    3,   -1
  260,20170506,  128,   59,  188,  112,    0
  260,20170507,  117,   86,  162,   23,    0
  260,20170508,   97,   43,  153,   64,   -1
  260,20170509,   80,   11,  138,   69,    0
  260,20170510,   90,   -1,  159,   95,    0
  260,20170511,  154,   47,  228,  119,    3
  260,20170512,  155,  120,  212,   27,  125
  260,20170513,  140,   85,  190,   21,  100
  260,20170514,  134,   66,  199,   90,   19
  260,20170515,  149,   55,  212,  100,   -1
  260,20170516,  204,  152,  262,   18,   -1
  260,20170517,  223,  144,  284,   77,    0
  260,20170518,  165,  144,  211,   11,    3
  260,20170519,  136,  105,  167,    7,    1
  260,20170520,  125,   74,  173,   99,   12
  260,20170521,  144,   54,  202,  109,    0
  260,20170522,  176,   81,  246,  127,    0
  260,20170523,  161,   99,  210,  119,    0
  260,20170524,  159,   90,  223,   82,    0
  260,20170525,  174,   92,  230,  146,    0
  260,20170526,  203,  110,  266,  148,    0
  260,20170527,  229,  160,  319,  136,    0
  260,20170528,  205,  149,  266,  121,    0
  260,20170529,  219,  154,  286,   97,    3
  260,20170530,  183,  155,  212,   40,    0
  260,20170531,  174,  107,  222,  119,    0
  260,20170601,  166,   75,  234,  152,    0
  260,20170602,  198,  108,  266,  103,    0
  260,20170603,  184,  143,  237,   54,   21
  260,20170604,  154,   87,  195,  114,    0
  260,20170605,  171,   84,  229,   71,    0
  260,20170606,  141,  110,  174,   25,  105
  260,20170607,  140,  113,  174,   45,   51
  260,20170608,  168,  117,  232,   47,    3
  260,20170609,  165,  130,  196,   75,  212
  260,20170610,  178,  117,  239,  107,    0
  260,20170611,  199,  121,  271,   50,   -1
  260,20170612,  161,  145,  178,   24,   -1
  260,20170613,  163,   93,  208,   87,    0
  260,20170614,  174,   75,  244,  151,    0
  260,20170615,  200,  120,  264,  114,    0
  260,20170616,  162,  129,  180,   37,    0
  260,20170617,  186,  129,  232,   55,    0
  260,20170618,  208,  111,  278,  128,    0
  260,20170619,  236,  137,  309,  152,    0
  260,20170620,  216,  149,  274,   98,    0
  260,20170621,  214,  131,  291,  127,    0
  260,20170622,  229,  171,  308,   83,   13
  260,20170623,  196,  168,  232,   69,    0
  260,20170624,  171,  163,  179,    0,   55
  260,20170625,  175,  154,  190,    7,   46
  260,20170626,  168,  123,  206,  105,    0
  260,20170627,  173,  113,  218,   42,   28
  260,20170628,  180,  150,  219,    2,   31
  260,20170629,  175,  133,  217,   11,    1
  260,20170630,  162,  116,  208,    4,   42
  260,20170701,  161,  139,  210,   20,   69
  260,20170702,  156,   89,  196,   62,    6
  260,20170703,  166,   81,  220,   83,   10
  260,20170704,  186,  150,  232,   66,   -1
  260,20170705,  190,  120,  248,   90,    0
  260,20170706,  199,  108,  265,   80,  170
  260,20170707,  206,  153,  260,   89,   -1
  260,20170708,  186,  113,  245,   27,   -1
  260,20170709,  172,   91,  232,  133,    0
  260,20170710,  196,  140,  259,   48,    1
  260,20170711,  177,  153,  207,   12,   33
  260,20170712,  149,   89,  182,   41,  268
  260,20170713,  146,   74,  205,   61,    0
  260,20170714,  142,   80,  186,   60,  176
  260,20170715,  172,  109,  215,   38,   -1
  260,20170716,  186,  160,  221,    4,   12
  260,20170717,  186,  130,  231,  134,   -1
  260,20170718,  199,  120,  252,  123,    0
  260,20170719,  235,  180,  294,   73,    1
  260,20170720,  191,  135,  242,   28,  210
  260,20170721,  182,  128,  227,  131,    0
  260,20170722,  194,  145,  242,   75,   35
  260,20170723,  160,  132,  191,   47,  112
  260,20170724,  161,  119,  202,   84,   25
  260,20170725,  167,  140,  200,   40,   83
  260,20170726,  190,  138,  236,   93,    1
  260,20170727,  185,  162,  214,   47,   -1
  260,20170728,  172,  148,  210,   34,   17
  260,20170729,  182,  162,  205,    9,   76
  260,20170730,  188,  133,  229,   85,   14
  260,20170731,  181,  126,  228,   64,   -1
  260,20170801,  178,  125,  227,   26,    0
  260,20170802,  176,  135,  220,    8,   30
  260,20170803,  190,  165,  225,   63,   17
  260,20170804,  183,  154,  218,   89,    6
  260,20170805,  159,  106,  204,   24,   18
  260,20170806,  158,   90,  217,  100,    0
  260,20170807,  168,   88,  226,  123,    0
  260,20170808,  162,  141,  196,   10,   65
  260,20170809,  167,  123,  213,   77,   -1
  260,20170810,  157,   97,  205,    3,   24
  260,20170811,  167,  120,  203,   39,    2
  260,20170812,  168,  125,  216,   25,   44
  260,20170813,  162,  100,  215,   83,    0
  260,20170814,  179,  105,  241,   94,    0
  260,20170815,  179,  136,  218,   22,   15
  260,20170816,  176,  116,  233,   44,    0
  260,20170817,  173,  121,  199,    8,   23
  260,20170818,  169,  130,  201,   19,   62
  260,20170819,  154,  127,  196,   67,  104
  260,20170820,  158,  115,  198,   93,   -1
  260,20170821,  159,  112,  208,   19,    0
  260,20170822,  182,  129,  235,   99,    0
  260,20170823,  196,  129,  250,   74,    0
  260,20170824,  179,  111,  222,   56,   -1
  260,20170825,  169,  102,  234,   99,    0
  260,20170826,  182,  100,  250,   81,    0
  260,20170827,  178,  110,  247,  103,    0
  260,20170828,  187,  106,  268,  111,    0
  260,20170829,  210,  122,  290,   75,   15
  260,20170830,  178,  135,  225,    4,   88
  260,20170831,  144,   95,  197,   60,   20
  260,20170901,  147,   98,  193,   41,    3
  260,20170902,  133,   77,  194,   81,    0
  260,20170903,  130,   57,  200,   77,    0
  260,20170904,  158,   84,  216,   63,    0
  260,20170905,  186,  158,  217,   18,    6
  260,20170906,  159,  136,  183,   33,   37
  260,20170907,  156,  130,  185,   18,   28
  260,20170908,  151,  139,  158,    0,  172
  260,20170909,  132,   82,  177,   44,  125
  260,20170910,  139,   82,  177,   68,    9
  260,20170911,  141,  117,  174,   50,   95
  260,20170912,  146,  122,  183,   96,    1
  260,20170913,  141,  108,  176,   58,  125
  260,20170914,  117,  102,  144,   23,  207
  260,20170915,  125,   97,  164,   74,   41
  260,20170916,  106,   62,  129,    2,  139
  260,20170917,  108,   48,  172,   59,   -1
  260,20170918,  120,   74,  162,   54,    8
  260,20170919,  120,   80,  174,   43,   -1
  260,20170920,  135,   80,  175,   35,    6
  260,20170921,  134,   89,  186,   86,    0
  260,20170922,  119,   58,  192,   34,    8
  260,20170923,  109,   39,  183,  102,    0
  260,20170924,  121,   45,  204,   90,    0
  260,20170925,  142,   97,  181,   13,    0
  260,20170926,  132,   86,  172,   35,    0
  260,20170927,  136,   66,  202,   64,    0
  260,20170928,  158,  127,  206,   17,   11
  260,20170929,  171,  127,  227,   48,  166
  260,20170930,  131,   77,  157,    9,   24
  260,20171001,  141,   97,  174,   29,   -1
  260,20171002,  156,  134,  179,   23,    6
  260,20171003,  136,  118,  164,   59,   16
  260,20171004,  130,  114,  152,    3,   28
  260,20171005,  129,  103,  160,   57,  252
  260,20171006,  116,   95,  150,   62,   32
  260,20171007,  122,  106,  143,    0,  159
  260,20171008,  121,   97,  147,   29,    1
  260,20171009,  121,  101,  134,    0,  104
  260,20171010,  143,  124,  158,    9,    3
  260,20171011,  148,  142,  161,    1,    2
  260,20171012,  134,  108,  161,   53,    2
  260,20171013,  153,  109,  182,   24,    0
  260,20171014,  148,   96,  199,   85,    0
  260,20171015,  158,   93,  221,   89,    0
  260,20171016,  186,  137,  244,   76,    0
  260,20171017,  129,   82,  166,    5,    0
  260,20171018,  137,  104,  186,   75,    0
  260,20171019,  157,  101,  204,   65,   -1
  260,20171020,  137,  104,  167,   17,   73
  260,20171021,  132,  104,  175,   50,    5
  260,20171022,  108,   96,  132,   26,  132
  260,20171023,  126,  103,  152,   47,    1
  260,20171024,  153,  130,  171,    0,    8
  260,20171025,  142,   90,  171,   18,   -1
  260,20171026,  140,  127,  175,   23,    0
  260,20171027,  118,   99,  144,   65,    4
  260,20171028,  124,   93,  153,    0,   16
  260,20171029,  107,   68,  152,   47,   10
  260,20171030,   83,   45,  121,   61,   -1
  260,20171031,  101,   82,  112,    2,   -1
  260,20171101,  112,   96,  135,    9,    0
  260,20171102,   98,   38,  140,   26,   -1
  260,20171103,   88,   34,  124,    0,    5
  260,20171104,  106,   74,  131,   34,   30
  260,20171105,   78,   50,  109,   40,   48
  260,20171106,   48,   -5,  109,   68,    4
  260,20171107,   33,  -13,   98,   76,    0
  260,20171108,   59,   24,   76,    0,    0
  260,20171109,   87,   62,  111,   23,   14
  260,20171110,   92,   58,  118,   32,   29
  260,20171111,   66,   38,   94,    5,   37
  260,20171112,   52,   32,   64,   14,   74
  260,20171113,   62,   10,  103,   62,   13
  260,20171114,   77,   27,   92,    8,    4
  260,20171115,   94,   85,  102,    0,   23
  260,20171116,   93,   62,  107,    0,   18
  260,20171117,   56,    6,  110,   44,    0
  260,20171118,   69,   35,   96,   10,   50
  260,20171119,   67,   44,   99,   45,   19
  260,20171120,   78,   46,  118,    0,   97
  260,20171121,  115,  106,  124,    0,   13
  260,20171122,  114,  105,  133,   37,   13
  260,20171123,  111,   82,  144,   13,    8
  260,20171124,   69,   43,   92,   18,   16
  260,20171125,   37,   -6,   74,   21,    2
  260,20171126,   53,   30,   80,   32,   57
  260,20171127,   67,   47,   91,    0,  152
  260,20171128,   54,   12,   78,   14,    9
  260,20171129,   29,    6,   40,    0,    1
  260,20171130,   15,  -24,   46,    9,    6
  260,20171201,    0,  -28,   31,    7,   -1
  260,20171202,   -4,  -12,    6,    0,   -1
  260,20171203,   37,    3,   66,    0,   20
  260,20171204,   70,   52,   91,    9,   25
  260,20171205,   76,   54,   91,    0,    0
  260,20171206,   80,   69,   92,    0,    0
  260,20171207,   59,   43,   72,    0,   78
  260,20171208,   26,    3,   61,    9,  154
  260,20171209,   21,    4,   46,   12,  125
  260,20171210,   11,    0,   41,    0,  128
  260,20171211,   -1,  -29,   16,    0,   98
  260,20171212,   18,    3,   41,   35,    5
  260,20171213,   40,    8,   64,    2,  138
  260,20171214,   33,    4,   54,    8,  150
  260,20171215,   26,   -2,   43,    0,    2
  260,20171216,   27,    1,   62,   32,   14
  260,20171217,   25,  -28,   63,   57,   49
  260,20171218,   59,   22,   80,    0,    8
  260,20171219,   52,   13,   75,    3,   -1
  260,20171220,   75,   49,   87,    2,    3
  260,20171221,   84,   76,   93,    0,    3
  260,20171222,   86,   73,   96,    0,   25
  260,20171223,   87,   80,   94,    0,   -1
  260,20171224,   82,   72,   96,    0,    7
  260,20171225,   74,   45,   91,    0,    4
  260,20171226,   58,   46,   74,   20,   12
  260,20171227,   51,   36,   66,    2,   73
  260,20171228,   39,   24,   53,   44,    7
  260,20171229,   28,   -7,   67,    3,   67
  260,20171230,   88,   39,  122,    0,   37
  260,20171231,  106,   85,  137,    2,  393
  260,20180101,   68,   52,   88,   21,   47
  260,20180102,   65,   45,   91,   14,   45
  260,20180103,   88,   54,  112,    2,   95
  260,20180104,   82,   68,  107,    2,    6
  260,20180105,   64,   44,   87,    0,   27
  260,20180106,   45,   22,   66,    7,    0
  260,20180107,   10,  -12,   31,   62,    0
  260,20180108,   11,  -14,   39,   65,    0
  260,20180109,   30,   -2,   61,    3,    0
  260,20180110,   69,   58,   76,    0,   26
  260,20180111,   57,   28,   76,    0,    0
  260,20180112,   50,   41,   59,    0,    0
  260,20180113,   42,   12,   62,    0,    0
  260,20180114,   29,    8,   52,   50,    0
  260,20180115,   52,   17,   80,    0,  133
  260,20180116,   52,   25,   69,   29,   83
  260,20180117,   46,   20,   60,    5,   27
  260,20180118,   47,    5,  102,    4,  111
  260,20180119,   37,   14,   69,   25,   54
  260,20180120,   22,    8,   36,    4,   11
  260,20180121,   30,   -4,   69,   48,   21
  260,20180122,   63,   20,   84,    5,    6
  260,20180123,   81,   46,  112,    9,   15
  260,20180124,  117,   73,  144,    0,   42
  260,20180125,   77,   50,   92,    6,    1
  260,20180126,   54,   25,   86,   12,    0
  260,20180127,   58,   44,   72,   20,   11
  260,20180128,   97,   69,  108,   17,   -1
  260,20180129,   88,   46,  107,    0,   52
  260,20180130,   47,   21,   74,   62,    0
  260,20180131,   65,   32,   95,    0,   38
  260,20180201,   34,   19,   61,   25,   44
  260,20180202,   44,   -5,   68,   21,   50
  260,20180203,   20,   -4,   46,    3,   17
  260,20180204,   17,   -4,   36,   36,   -1
  260,20180205,   10,  -21,   34,   17,    0
  260,20180206,  -21,  -46,   20,   73,    0
  260,20180207,  -22,  -68,   19,   85,    0
  260,20180208,   10,  -25,   47,   65,    0
  260,20180209,    6,   -9,   22,   21,    1
  260,20180210,   29,    2,   70,   37,    1
  260,20180211,   45,   21,   73,   20,   51
  260,20180212,   30,    7,   63,   58,   -1
  260,20180213,   20,  -12,   63,   87,    0
  260,20180214,   19,  -22,   55,   87,    0
  260,20180215,   43,    5,   99,   21,   35
  260,20180216,   32,  -21,   87,   87,    0
  260,20180217,    9,  -36,   76,   65,    0
  260,20180218,    7,  -49,   73,   85,    0
  260,20180219,   12,  -25,   34,    0,   -1
  260,20180220,    8,  -38,   46,   12,    0
  260,20180221,    3,  -39,   47,   92,    0
  260,20180222,    2,  -30,   50,   89,    0
  260,20180223,   -5,  -38,   35,   85,    0
  260,20180224,   -4,  -34,   33,   93,    0
  260,20180225,  -22,  -49,   11,   97,    0
  260,20180226,  -33,  -59,    0,   71,   -1
  260,20180227,  -36,  -64,    2,   87,   -1
  260,20180228,  -66,  -85,  -46,   73,   -1
  260,20180301,  -47,  -83,   -7,   54,    0
  260,20180302,  -37,  -72,   -5,   68,   -1
  260,20180303,  -17,  -45,   12,   18,   -1
  260,20180304,   50,  -22,  113,   50,   19
  260,20180305,   66,   32,  120,   91,    0
  260,20180306,   56,   10,  101,   29,    0
  260,20180307,   59,    8,   95,   34,   35
  260,20180308,   48,   12,   83,   20,   47
  260,20180309,   65,   29,   97,   58,   29
  260,20180310,  114,   71,  151,   18,   43
  260,20180311,  102,   71,  139,   25,   12
  260,20180312,  103,   74,  143,   26,   12
  260,20180313,   56,   37,   89,    0,   71
  260,20180314,   58,   -4,  111,   94,   -1
  260,20180315,   73,   36,  107,   40,   10
  260,20180316,   38,    0,   62,    0,    4
  260,20180317,  -14,  -26,    0,    5,   -1
  260,20180318,  -10,  -30,   12,   49,    0
  260,20180319,   -2,  -39,   47,  109,   -1
  260,20180320,   38,  -13,   79,  105,   -1
  260,20180321,   36,  -36,   80,   79,   -1
  260,20180322,   64,   41,   99,   29,   33
  260,20180323,   62,   52,   73,    1,   -1
  260,20180324,   65,    0,  125,   47,    0
  260,20180325,   54,  -18,  123,   82,    0
  260,20180326,   47,    0,  112,   39,   15
  260,20180327,   56,    7,   98,   10,   17
  260,20180328,   59,   28,   78,    0,  124
  260,20180329,   65,   36,  107,   58,    2
  260,20180330,   90,   52,  135,   56,   24
  260,20180331,   72,   25,  124,   29,  100
  260,20180401,   48,    6,   77,    4,    7
  260,20180402,   77,    4,  121,   10,   11
  260,20180403,  127,   91,  170,   39,   25
  260,20180404,  103,   78,  147,   22,   49
  260,20180405,   59,    1,   99,   49,   24
  260,20180406,   88,    0,  147,  119,    0
  260,20180407,  139,   86,  216,  100,    0
  260,20180408,  152,   77,  234,   96,    0
  260,20180409,  126,   92,  175,   23,   -1
  260,20180410,  155,   95,  200,   32,   -1
  260,20180411,  127,   85,  175,   22,   21
  260,20180412,  104,   65,  146,   18,    2
  260,20180413,  100,   38,  144,   18,    0
  260,20180414,  115,   69,  161,   47,   10
  260,20180415,  127,   94,  172,   16,   66
  260,20180416,  114,   51,  161,  105,    1
  260,20180417,  128,   47,  203,  114,    0
  260,20180418,  163,   69,  235,  128,    0
  260,20180419,  192,   94,  274,  131,    0
  260,20180420,  183,  100,  265,  131,    0
  260,20180421,  155,   79,  221,  130,    0
  260,20180422,  179,   99,  266,   93,   -1
  260,20180423,  131,   97,  166,   94,    0
  260,20180424,  129,   95,  155,    5,    1
  260,20180425,  115,   85,  145,   52,   52
  260,20180426,  103,   77,  137,   94,   51
  260,20180427,  103,   40,  151,   31,    1
  260,20180428,  117,   49,  145,   16,    5
  260,20180429,   92,   32,  122,    4,  196
  260,20180430,   95,   58,  132,    9,  272
  260,20180501,   79,   26,  128,   81,   92
  260,20180502,  109,   18,  169,  112,    2
  260,20180503,  104,   41,  156,  138,    0
  260,20180504,  119,   23,  185,  138,    0
  260,20180505,  147,   58,  220,  140,    0
  260,20180506,  172,   62,  258,  140,    0
  260,20180507,  180,   85,  253,  142,    0
  260,20180508,  191,   97,  266,  142,    0
  260,20180509,  179,  100,  254,  133,    0
  260,20180510,  121,   53,  167,   59,   17
  260,20180511,  123,   25,  187,  126,    0
  260,20180512,  170,   72,  233,   68,    0
  260,20180513,  131,  112,  163,    0,   24
  260,20180514,  187,  112,  258,  102,    0
  260,20180515,  192,  126,  246,  143,    0
  260,20180516,  153,  110,  207,   47,    1
  260,20180517,  114,   85,  153,  117,    0
  260,20180518,  109,   81,  146,   48,    0
  260,20180519,  110,   61,  141,    1,    0
  260,20180520,  154,   47,  242,  127,    0
  260,20180521,  192,   91,  257,  115,    0
  260,20180522,  183,  144,  243,   35,    8
  260,20180523,  188,  143,  252,   29,   15
  260,20180524,  183,  133,  226,   31,    6
  260,20180525,  206,  159,  261,  105,    0
  260,20180526,  230,  147,  290,  119,    0
  260,20180527,  203,  153,  262,   31,   19
  260,20180528,  225,  131,  297,  116,    5
  260,20180529,  221,  180,  307,   80,  148
  260,20180530,  215,  168,  265,   86,    1
  260,20180531,  202,  165,  240,   77,   37
  260,20180601,  176,  144,  234,   12,   47
  260,20180602,  170,  148,  203,    1,   12
  260,20180603,  193,  155,  235,   46,   -1
  260,20180604,  182,  158,  232,   49,    0
  260,20180605,  167,  134,  208,   79,    0
  260,20180606,  198,  115,  276,  142,    0
  260,20180607,  224,  128,  286,  148,    0
  260,20180608,  185,  174,  199,    0,   50
  260,20180609,  198,  162,  245,   87,    0
  260,20180610,  182,  129,  228,   98,    0
  260,20180611,  169,  101,  224,  128,    0
  260,20180612,  148,  131,  167,    6,   -1
  260,20180613,  147,   96,  194,   55,    0
  260,20180614,  157,   90,  198,   32,    9
  260,20180615,  188,  148,  242,   83,    0
  260,20180616,  175,  147,  213,   32,    0
  260,20180617,  156,  142,  182,    4,   -1
  260,20180618,  167,  147,  192,   21,   -1
  260,20180619,  177,  138,  204,    1,   -1
  260,20180620,  191,  139,  252,   76,    0
  260,20180621,  144,  116,  177,   81,   -1
  260,20180622,  133,   91,  168,   15,   -1
  260,20180623,  151,   89,  200,   49,   -1
  260,20180624,  147,  107,  177,    7,   -1
  260,20180625,  165,  105,  214,   96,   -1
  260,20180626,  160,   89,  215,  125,    0
  260,20180627,  179,   99,  245,  125,    0
  260,20180628,  212,  145,  270,  145,    0
  260,20180629,  195,  137,  261,  153,    0
  260,20180630,  213,  126,  279,  153,    0
  260,20180701,  213,  156,  265,  153,    0
  260,20180702,  206,  129,  269,  153,    0
  260,20180703,  196,  125,  260,  153,    0
  260,20180704,  192,  132,  252,  119,   -1
  260,20180705,  189,  136,  243,  134,    0
  260,20180706,  195,  130,  252,   64,    0
  260,20180707,  183,  100,  249,  119,    0
  260,20180708,  186,  100,  244,  148,    0
  260,20180709,  175,  115,  227,   22,   -1
  260,20180710,  161,  114,  217,   42,    1
  260,20180711,  178,   93,  227,   79,    0
  260,20180712,  190,  136,  246,  114,    0
  260,20180713,  185,  125,  243,  111,    0
  260,20180714,  188,  108,  249,  148,    0
  260,20180715,  208,  106,  287,  140,    0
  260,20180716,  226,  114,  297,  137,   -1
  260,20180717,  200,  120,  260,  127,   -1
  260,20180718,  191,  104,  253,   98,    0
  260,20180719,  196,  118,  259,   98,    0
  260,20180720,  191,  105,  252,  124,    0
  260,20180721,  211,  147,  268,  141,    0
  260,20180722,  206,  140,  272,  108,    0
  260,20180723,  225,  131,  297,  147,    0
  260,20180724,  246,  159,  319,  101,    0
  260,20180725,  244,  183,  302,   76,   -1
  260,20180726,  277,  192,  357,  118,   -1
  260,20180727,  297,  224,  354,  132,    0
  260,20180728,  203,  134,  242,   71,   52
  260,20180729,  213,  135,  267,   44,   -1
  260,20180730,  240,  168,  306,   93,    0
  260,20180731,  206,  130,  266,   92,    0
  260,20180801,  204,  111,  276,  103,    0
  260,20180802,  226,  145,  297,  133,    0
  260,20180803,  239,  143,  307,  138,    0
  260,20180804,  224,  162,  283,   98,    0
  260,20180805,  205,  144,  255,  124,    0
  260,20180806,  231,  126,  313,  140,    0
  260,20180807,  259,  146,  339,  109,   13
  260,20180808,  196,  120,  232,   42,   32
  260,20180809,  172,  109,  230,   31,   85
  260,20180810,  165,  126,  211,   79,   66
  260,20180811,  156,  110,  209,  109,    1
